house_name,LNG,LAT,price,streetAddress,postcode,house_type,ZCTA,nearest_3theaters_index,most_common_cuisine,num_rests_within_500m,nearest_5rests_index,distance_from_subway,nearest_subway
Rent from Owner! Jackson Heights_Huge 2BR / 2 Bath - Elevator / No Fee,-73.891545,40.753047,"$2,350",75th Street,11372,Apartment,11372,"[6, 74, 62]",thai,3,"[1273, 1152, 684, 733, 411]",191.98647890548804,74 St-Broadway
2 private balconies+central a/c+laundry+great roof deck+PROSPECT PARK,-73.960543,40.673584,"$2,500",774 Classon,11238,Apartment,11238,"[112, 1, 24]",mexican,14,"[883, 1078, 1463, 1249, 568]",175.34851984289224,Botanic Garden
Morris Avenue ----  Studio Apartment - Elevator / No Fee / Great Deal!,-73.899962,40.862351,"$1,225",Morris Avenue,10468,Apartment,10468,"[6, 74, 62]",diner,1,"[925, 529, 370, 437, 65]",120.01300573609416,Fordham Rd
No Fee!- Fully redone!- Heat/Hot W. included- By the Hewes J/M/G/L,-73.9563,40.7095,"$2,250",,11211,Apartment,11211,"[112, 74, 1]",latin_american,7,"[1196, 1238, 225, 1105, 366]",165.76171558993417,Marcy Av
1 bedroom apartment,-74.074286,40.60274,"$1,500",piedmont ave,10305,Apartment,10305,"[35, 110, 42]",,0,"[737, 1172, 435, 924, 474]",651.3279773557451,Clifton
*WILLIAMSBURG * 2BR 2BA HIGH END MASSIVE*ELEVATOR*ROOF DECK*NO FEE,-73.954934,40.718915,"$3,999",N 10TH,11211,Apartment,11211,"[74, 112, 1]",italian,12,"[1238, 782, 1196, 790, 1105]",221.10981227255834,Bedford Av
NO SEC DEPOSIT! Apartment in a Building next to Park 718-979-1400,-74.00283,40.600204,"$1,795",Cropsey Ave,11214,Apartment,11214,"[61, 87, 107]",chinese,2,"[995, 382, 549, 165, 387]",266.8417256000685,18 Av
1 Bedroom Apartment,-73.950874,40.644275,"$1,550",E28th Street,11226,Apartment,11226,"[112, 74, 1]",,0,"[1274, 1293, 609, 444, 857]",214.43617709859123,Beverly Rd
🍁Brand New Building🍁2 Bed 2 Bath w/ Private Rooftop🍁NO FEE🍁A/C🍁,-73.940467,40.675447,"$3,300",Bergen St,11213,Apartment,11213,"[74, 112, 6]",american,3,"[1306, 1014, 440, 803, 741]",144.32529297036814,Kingston-Throop Avs
"PARK SLOPE.SPACIOUS 1BR.RENT STABILIZED,TIN/HIGH CEILINGS.OPEN AIRY SP",-73.986656,40.661751,"$1,850",Prospect Ave.,11215,Apartment,11215,"[58, 91, 60]",mexican,25,"[84, 800, 1221, 637, 467]",333.6763071824352,4 Av-9 St
Large 1 BR/1 Bath with small outdoor deck,-73.9828,40.6669,"$2,800",,11215,Apartment,11215,"[58, 60, 24]",italian,50,"[1302, 571, 796, 592, 547]",278.1018624730769,7 Av
Large 2 Bed. Prime PLG! Laundry/Elevator Bld! Steps to Prospect Park,-73.952301,40.657901,"$2,050",245 Hawthorne St,11225,Apartment,11225,"[112, 74, 1]",,0,"[1293, 1274, 1330, 609, 542]",219.49182651946768,Sterling St
🍁Brand New Building🍁MASSIVE STUDIO APARTMENT🍁NO FEE🍁A/C🍁,-73.94067,40.675658,"$2,000",Bergen St,11213,Apartment,11213,"[74, 112, 6]",american,3,"[1306, 1014, 440, 803, 741]",132.78558580052857,Kingston-Throop Avs
NO FEE - MUST SEE! High End 3BR Apt-Rooftop/Laundry!,-73.952694,40.676402,"$2,625",35 Rogers Ave,11216,Apartment,11216,"[112, 74, 1]",mexican,8,"[485, 1293, 1330, 609, 857]",281.055520118142,Nostrand Av
Luxury 1bed/1bath with large private patio,-73.968524,40.71082,"$3,900",Kent Avenue,11251,Apartment,11205,"[112, 1, 24]",american,3,"[150, 842, 361, 9, 15]",722.7709506508763,Clinton-Washington Avs
"NO FEE! HUGE 4 Bed, 1 Bath! + Central A/C, Dishwasher, W/D in unit!",-73.952966,40.667373,"$3,345",carroll st,11225,Apartment,11225,"[112, 74, 1]",mexican,6,"[1293, 1330, 485, 542, 609]",254.3416272392983,President Street-Medgar Evers College
NO FEE! Beautiful 2 Bed 1 Bath - Laundry Bldg w/ Shared Backyard,-73.952397,40.657631,"$2,495",hawthorne st,11225,Apartment,11225,"[112, 74, 1]",,0,"[1293, 1274, 1330, 609, 542]",232.96812075389659,Sterling St
Yes it's a fireplace! Sun drenched 1BR. Historic lower Harlem. No fee,-73.95109,40.804428,"$1,700",118th Street,10026,Apartment,10027,"[6, 74, 62]",southern,3,"[53, 690, 1092, 429, 417]",177.95312071813808,116 St
Beautifully Renovated 3 Bedroom Duplex - W/D in Unit - No Fee,-73.947966,40.677611,"$2,980",PAcific,11216,Apartment,11216,"[74, 112, 1]",caribbean,6,"[609, 857, 57, 440, 485]",287.0155159732989,Nostrand Av
Great apartment for rent,-73.9436,40.7012,"$2,075",Broadway,11206,Apartment,11206,"[74, 112, 6]",coffee,8,"[807, 808, 50, 97, 266]",276.6113239444516,Flushing Av
❣️Newly Renovated Studio❣️No Fee❣️Desirable Location❣️,-73.95307,40.676252,"$1,800",Bergen st,11216,Apartment,11216,"[112, 74, 1]",mexican,8,"[485, 1330, 1293, 609, 857]",320.925247325889,Nostrand Av
🌟Newly Renovated 2 Bedroom🌟No Fee🌟J/Z Train🌟Great Deal🌟,-73.916659,40.688497,"$1,950",Bushwick Ave,11221,Apartment,11221,"[74, 6, 112]",mexican,42,"[926, 578, 671, 873, 60]",66.4590833718962,Halsey St
Excellent 2BR Unit! w/Sky high ceiling *Must See!,-73.937496,40.683941,"$2,250",Hancock st,11216,Apartment,11233,"[74, 6, 112]",mexican,6,"[1306, 803, 741, 837, 440]",393.76119236106604,Kingston-Throop Avs
Large 2.5 Bed (Flex 3 Bed) Private House. W/D In-Unit! By F.G.D Trains,-73.988371,40.642973,"$2,400",1163 38th Street,11218,Apartment,11218,"[58, 91, 60]",,0,"[809, 503, 84, 637, 467]",662.734144641069,Fort Hamilton Pkwy
Near the EAST River- charming 2BRapt-good for 2+1* GREEN YARD,-73.9563,40.7095,"$2,500",South 1 St,11211,Apartment,11211,"[112, 74, 1]",latin_american,7,"[1196, 1238, 225, 1105, 366]",165.76171558993417,Marcy Av
We love your pets! They'll love Residences on Bedford! Tour today!,-73.5435,41.0888,"$2,433",,6905,Apartment,10464,"[6, 74, 62]",,0,"[1321, 470, 562, 1124, 289]",28026.726115267298,Far Rockaway-Mott Av
"Elegant 1.5 bedroom w/Shared Backyard, UNBEATABLE LOCATION!",-73.953867,40.672713,"$2,199",Sterling Pl,11238,Apartment,11216,"[112, 74, 1]",mexican,6,"[1330, 485, 542, 1293, 609]",325.8762271574809,Franklin Av
Two Bedroom Duplex,-73.779287,41.017632,"$2,400",35 Van Wart St,10606,Apartment,10464,"[6, 74, 62]",,0,"[891, 890, 1229, 1047, 209]",6995.7810654252635,Eastchester-Dyre Av
5305 3rd ave,-74.0133,40.6412,"$1,850",,11220,Apartment,11220,"[61, 87, 73]",mexican,1,"[1395, 1104, 1336, 580, 726]",143.8744112546773,53 St
Spacious clean and Bright! !!,-73.934558,40.695554,"$2,650",Stuyvesant,11221,Apartment,11221,"[74, 6, 112]",american,12,"[741, 803, 837, 701, 473]",132.36593266945914,Myrtle Av
Pets Welcome! We accept indoor cats and dogs! Ask for details!,-73.902845,40.936044,"$2,209",20 Water Grant St,10702,Apartment,10471,"[6, 74, 62]",,0,"[529, 925, 198, 414, 259]",1518.7706293854133,Van Cortlandt Park-242 St
"AMAZING 2bd renovated unit, walking distance to train SUMMIT NJ!",-74.3642,40.7149,"$2,175",2A Risk Ave,7999,Apartment,10303,"[42, 93, 110]",,0,"[58, 95, 283, 185, 146]",13882.201249829248,Tottenville
Gorgeous 3 bed in the heart of Bushwick!,-73.927053,40.701693,"$2,429",99 Wilson Ave,11247,Apartment,11237,"[74, 6, 112]",mexican,50,"[949, 747, 23, 208, 717]",124.13252565418635,Central Av
"Beautifully LARGE 1Bed 1Bath in PRIME Crown Heights - 2,5 Trains!",-73.949704,40.668984,"$1,795",union st,11225,Apartment,11225,"[74, 112, 1]",caribbean,4,"[1293, 609, 857, 57, 485]",88.78710114099641,Nostrand Av
HUGE Convertible 3 Bedroom Close to Eastern Parkway in Crown Heights!!,-73.957709,40.673435,"$2,699",619 Sterling Place,11238,Apartment,11238,"[112, 1, 24]",mexican,4,"[542, 883, 1330, 1078, 1074]",42.157101382551545,Park Pl
Little Italy studio,-74.0025,40.7185,"$1,975",Hester St,10278,Apartment,10013,"[107, 72, 55]",italian,82,"[1163, 1191, 1021, 940, 159]",86.54210416026741,Canal St
"AMAZING 2bd renovated unit, walking distance to train SUMMIT NJ!",-74.3642,40.7149,"$2,175",2A Risk Ave,7999,Apartment,10303,"[42, 93, 110]",,0,"[58, 95, 283, 185, 146]",13882.201249829248,Tottenville
LOVELY LOFT-LIKE PREWAR SPACE * GOOD LOCATION,-73.950992,40.717355,"$2,050",Frost,11211,Apartment,11211,"[74, 112, 1]",italian,11,"[1002, 782, 272, 767, 469]",128.83338908875095,Lorimer St
NO FEE - Bright Newly Renovated 3BD - Take a 3D TOUR,-73.905952,40.676635,"$2,450",83 Sackman St #2,11207,Apartment,11233,"[74, 6, 112]", mexican,9,"[427, 1453, 110, 612, 511]",88.00109032024365,Broadway Junction
"PARK SLOPE.2 SEP BRS.NO FEE.ROOF DECK,RECENT RENO.PREWAR SYMMETRY,SPAC",-73.987557,40.664649,"$2,245",15th St.,11215,Apartment,11215,"[58, 91, 60]",italian,25,"[84, 800, 1221, 425, 637]",207.3702426205718,4 Av-9 St
You and your pets will enjoy life at Apex Hudson Riverfront! Pet frien,-73.902845,40.936044,"$1,979",20 Water Grant St,10702,Apartment,10471,"[6, 74, 62]",,0,"[529, 925, 198, 414, 259]",1518.7706293854133,Van Cortlandt Park-242 St
"Large 838 sqft 1 bed, 1 bath! Convenient washer and dryer included!",-73.813752,41.051977,"$2,565",290 E Main St.,10523,Apartment,10466,"[6, 74, 62]",,0,"[1047, 1229, 394, 891, 675]",5414.919966285765,Eastchester-Dyre Av
NoFee+XL _Flex 3_24_Lux_ Drmn_Gym/Pool/_HiFloor_Lounge,-73.973785,40.73761,$3100.00,40 Waterside Plaza,10010,Apartment,10010,"[112, 1, 34]",diner,10,"[1127, 494, 829, 567, 151]",492.8685226344241,Grand Central-42 St
No Fee+3Mnts Free_XL_Flex 2***Real Wall***24H_Lux_ Drmn_ Bldg**Gym/Poo,-73.94841,40.784504,$2000.00,,10128,Apartment,10128,"[74, 6, 62]",thai,63,"[943, 1474, 905, 461, 296]",140.00007371349815,96 St
Large 1 Bdrm plus Den/Office with Outdoor Space,-73.986614,40.71592,"$2,700",410 Grand St,10002,Apartment,10002,"[58, 77, 101]",mexican,88,"[854, 729, 1373, 269, 304]",117.35240552389828,Delancey St-Essex St
Renovated 1 Bedroom,-73.8916,40.7611,"$1,700",79 Street,11370,Apartment,11372,"[6, 74, 62]",american,1,"[1273, 1152, 684, 411, 1042]",440.296621223709,74 St-Broadway
BEAUTIFUL BIG SPACE FILLED WITH NATURAL LIGHT 4 EXPOSURES,-73.955112,40.727779,"$2,800",Oak,11222,Apartment,11222,"[74, 112, 1]",latin_american,7,"[1012, 790, 1238, 782, 767]",132.26350106231047,Greenpoint Av
No Fee+3Mnts Free_XL_Flex_ 3***Real Wall***24H_Lux_ Drmn_ Bldg**Gym/Po,-73.94841,40.784504,$2800.00,,10128,Apartment,10128,"[74, 6, 62]",thai,63,"[943, 1474, 905, 461, 296]",140.00007371349815,96 St
HUGE 2 bed in the heart of Greenpoint!,-73.941832,40.718349,"$2,900",230 frost st,11211,Apartment,11222,"[74, 6, 112]",coffee,8,"[807, 266, 808, 50, 97]",236.06553387648114,Grand St
1br - Spacious 1BR apartment mins away from Central Park,-73.942831,40.789908,"$1,750",305 East 105th st,10029,Apartment,10029,"[6, 74, 62]",thai,12,"[1231, 104, 831, 405, 348]",222.74187982732658,110 St
HUGE Garden Apt near Gates J,-73.927113,40.688167,"$2,250",Monroe St,11221,Apartment,11221,"[74, 6, 112]",mexican,25,"[524, 1284, 977, 409, 874]",247.29219315867894,Kosciuszko St
"PARK SLOPE.3 SEP BRS.NO FEE.ROOF DECK,VIRTUAL TOUR AVAILABLE.RECENT RE",-73.987793,40.664828,"$2,745",15th St.,11215,Apartment,11215,"[58, 91, 60]",italian,24,"[84, 800, 1221, 425, 637]",193.094447584785,4 Av-9 St
NOFEE mega 1br  doorman ELEVATOR LAUNRY,-73.9781,40.7443,"$1,799",EAST 29 STREET,10016,Apartment,10016,"[34, 48, 25]",american,24,"[1041, 567, 758, 389, 420]",268.38077223008673,Grand Central-42 St
--TWO and HALF MONTHS  FREE--NET RENT AMORTIZED--LUXURY LIVING--,-74.006,40.7143,$1769.00,,10156,Apartment,10007,"[61, 87, 73]",american,41,"[1390, 365, 848, 126, 139]",113.13271066190498,City Hall
3 bedroom 2 bathroom apartment with balcony on top floor QUIET NGHBRHD,-73.831667,40.707038,"$2,700",Abingdon Rd,11415,Apartment,11415,"[6, 74, 62]",pizza,3,"[345, 932, 480, 204, 138]",240.65396579555977,Kew Gardens-Union Tpke
*NEW LISTING* HUGE Studio with PRIVATE Backyard in Midtown East!,-73.969848,40.757076,"$2,012",East 52nd Street,10150,Apartment,10022,"[112, 1, 90]",diner,24,"[378, 989, 48, 590, 38]",89.38076167095043,Lexington Av/53 St
"NEW LaRGE ONE BED w/OFFiCE..S,C,2,3,4,5,B,Q TRAIN.. ELEVATR.. BALCONY",-73.958459,40.675403,"$2,150",Prospect pl,11238,Apartment,11238,"[112, 1, 24]",mexican,9,"[883, 542, 1330, 1078, 568]",94.85066432699588,Park Pl
Morton & Bleecker St* Impressive Large Renovated* Queen Bed* Closet Sp,-74.003555,40.731174,$2925.00,,10014,Apartment,10014,"[11, 86, 22]",italian,87,"[237, 1385, 651, 1191, 1021]",99.7657588163133,Christopher St-Sheridan Sq
BRaND NeW CONSTRUCTION LUXURY BUILDING..PROSPECT PARK..MiDSIZE TWO BeD,-73.948717,40.66264,"$2,250",Lefferts Ave,11225,Apartment,11225,"[74, 112, 1]",mexican,1,"[1293, 609, 857, 57, 485]",237.19950723502816,Sterling St
2BD/1BT*Hardwood Floor*NO FEE*Laundry*Dishwasher*SSAPP*Parking,-73.820661,40.958837,"$2,600",columbus ave,10707,Apartment,10466,"[6, 74, 62]",,0,"[394, 501, 891, 536, 21]",2460.3077968415637,Eastchester-Dyre Av
NEW LUXURY BUILDING..PROSPECT PARK.. LARGE STUDIO.. ELeVATOR,-73.948717,40.66264,"$1,600",Lefferts Ave,11225,Apartment,11225,"[74, 112, 1]",mexican,1,"[1293, 609, 857, 57, 485]",237.19950723502816,Sterling St
NEW LOFTY SUNNY ONE BED .. ELEVATOR..NEAR PRATT..G TRAIN..RENOVATED,-73.960519,40.691492,"$1,750",Classon Ave,11205,Apartment,11205,"[112, 1, 24]",mexican,8,"[1380, 1307, 1463, 568, 206]",94.6956498895483,Classon Av
what more could you ask for?,-74.0083,40.7056,"$3,200",,10005,Apartment,10005,"[61, 73, 87]",thai,33,"[458, 1, 36, 2, 18]",96.49952476497512,Wall St
what more could you ask for?,-74.0083,40.7056,"$2,350",,10005,Apartment,10005,"[61, 73, 87]",thai,33,"[458, 1, 36, 2, 18]",96.49952476497512,Wall St
"1Fl Spacious Apt w/i ""almost All Utilities"" incld. + Subway (E/F/M/R)",-73.884648,40.737287,"$2,200",Gorsline St,11373,Apartment,11373,"[6, 74, 62]",latin_american,8,"[733, 170, 811, 684, 119]",333.2039119529049,Elmhurst Av
"No Fee-Huge 1Br in Morningside, Elevator,Laundry, Gym, Bike Storage",-73.955,40.8116,"$1,925",,10027,Apartment,10027,"[6, 62, 74]",japanese,5,"[1092, 507, 1275, 1103, 330]",200.65836648739557,116 St
"Need roommate in 2 bedroom - Flatbush Brooklyn $1,200/month 10/1 move-in",-73.959,40.645,"$1,200",323 E. 19th,11226,Apartment,11226,"[24, 60, 112]",pizza,4,"[1274, 444, 1074, 357, 883]",420.66064903035533,Parkside Av
Lux Building/Private rooftop/2 Bdrm/Prime Bushwick/Balcony/Elevator,-73.918,40.7006,"$2,275",,11237,Apartment,11237,"[74, 6, 62]",mexican,43,"[806, 607, 979, 700, 25]",109.61551288903297,DeKalb Av
Renovated 2 Bedroom Prime Location,-73.962318,40.625079,"$2,200",East 14th St,11230,Apartment,11230,"[24, 60, 58]",pizza,2,"[357, 1279, 1334, 1274, 444]",149.25417743846018,Avenue H
"No Fee-Gut Renovated true 2BR in Hell’s Kitchen, Laundry in Building",-73.9918,40.7597,"$2,083",,10036,Apartment,10036,"[100, 109, 2]",japanese,43,"[462, 1101, 89, 231, 422]",241.05004762823785,42 St-Port Authority Bus Terminal
NO FEE***LUX*** 3BD***TRIBECA***TOWN HOUSE***GYM***POOL***CLOSE TO TRA,-74.01171,40.713656,"$4,350",Greenwich St,10008,Apartment,10007,"[35, 110, 73]",thai,26,"[1237, 662, 47, 286, 187]",77.04268090472469,WTC Cortlandt
TRIBECA*** LUX***4BD***2BA***24/DM***GYM***POOL***LAUNDRY IN UNIT***ST,-74.01171,40.713656,"$5,395",Greenwich St,10008,Apartment,10007,"[35, 110, 73]",thai,26,"[1237, 662, 47, 286, 187]",77.04268090472469,WTC Cortlandt
"Rye 2 Bedroom- near town, Porch and Parking Included- $2200",-73.6907,40.9734,"$2,200",,10580,Apartment,10464,"[6, 74, 62]",,0,"[890, 1024, 784, 572, 289]",13158.155131367268,Jamaica-179 St
Chelsea Studio in PRIME location Oct 1st - Price Reduced,-73.9996,40.7402,"$1,900",,10113,Apartment,10011,"[9, 56, 80]",italian,85,"[1219, 861, 911, 518, 113]",98.7945009584816,14 St
1 bedroom 1 bath fully renovated Gravesend west 11 st $1500,-73.9743,40.5979,"$1,500",West 11 st,11223,Apartment,11223,"[58, 60, 24]",chinese,1,"[1248, 280, 1420, 922, 8]",119.05921366950795,Avenue U
Prime Bushwick/Large 1 Bdrm/Priv Balcony/Furnished Rooftop/Lux,-73.918,40.7006,"$1,995",,11237,Apartment,11237,"[74, 6, 62]",mexican,43,"[806, 607, 979, 700, 25]",109.61551288903297,DeKalb Av
Prime Greenpoint New Construction Large Corner 1 Bed 1 Bath,-73.9498,40.7272,"$2,700",58 Greenpoint Avenue,11222,Apartment,11222,"[74, 112, 1]",italian,10,"[962, 767, 1002, 790, 272]",182.18350585416079,Nassau Av
Prewar Two Bed On Bedford Avenue Giant Rooms + Windows on Three Sides,-73.962923,40.711904,"$2,300",370 Bedford Avenue,11251,Apartment,11211,"[112, 1, 113]",american,11,"[15, 1450, 856, 685, 361]",584.6671375865794,Marcy Av
studio***renovated***VIEW TODAY**SIGN TODAY,-73.9099,40.8316,"$1,400",,10456,Apartment,10456,"[6, 74, 62]",pizza,1,"[786, 1357, 414, 198, 259]",441.468060927783,174-175 Sts
"East Williamsburg 4 bed 1Bath Loft, 3 Bedrooms with Wall of Windows",-73.94285,40.705182,"$3,000",248 Mckibbin Street,11206,Apartment,11206,"[74, 6, 112]",coffee,8,"[807, 266, 808, 50, 97]",244.26959685623498,Flushing Av
1 bedroom for rent ***1550***,-73.8602,40.8434,"$1,550",,10462,Apartment,10462,"[6, 74, 62]",american,1,"[184, 1295, 536, 21, 412]",321.84756588983294,Parkchester
"NO FEE-Gut Renovated 1BR/1BA , ELevator/ Laundry in a building.",-73.9507,40.8246,"$1,925",,10031,Apartment,10031,"[6, 74, 62]",japanese,3,"[493, 1092, 83, 53, 330]",70.89833562795405,145 St
⚡️Incredible Renovated 3 bed 2 Bath apt In Bed Stuy,-73.914319,40.68214,"$2,400",Chauncey st,11233,Apartment,11233,"[74, 6, 112]",chinese,10,"[60, 926, 578, 274, 282]",281.1067786512414,Halsey St
"Beautiful 1 bedroom, 1 bath Upper West Side",-73.976655,40.78678,"$2,600",215 West 84th St,10024,Apartment,10024,"[59, 12, 7]",japanese,16,"[45, 647, 560, 6, 491]",75.06315244692506,86 St
💯Immaculate 3 bed 2 bath apt in renovated Brownstone! ⚡️,-73.947313,40.674162,"$3,200",Prospect Pl,11216,Apartment,11213,"[74, 112, 1]",caribbean,6,"[609, 1293, 857, 57, 440]",374.85781331210507,Nostrand Av
No Fee! Bushwick 1.5 Bed w Laundry in Bldg! By Maria Hernandez Park!,-73.924663,40.703774,"$1,975",Starr St.,11247,Apartment,11237,"[74, 6, 112]",mexican,51,"[70, 158, 1200, 874, 424]",213.2492527898675,Jefferson St
"Gorgeous 3 bedroom apt with roof access, gym & laundry in building 💯",-73.943601,40.681775,"$3,100",Macon,11216,Apartment,11216,"[74, 112, 1]",american,2,"[1014, 440, 1306, 609, 857]",310.2924643865489,Kingston-Throop Avs
NO FEE! High End 2BR Apt Available - with Dishwasher/Rooftop,-73.909648,40.697362,"$2,750",1534 Putnam,11237,Apartment,11237,"[74, 6, 62]",chinese,105,"[418, 620, 629, 249, 176]",228.35922144097532,Myrtle-Wyckoff Avs
GET A MONTH FREE SPECIAL IF YOU MOVE ASAP,-73.4358,41.1222,"$1,995",32 Prospect Street,6850,Apartment,10464,"[6, 74, 62]",,0,"[527, 559, 575, 476, 127]",39086.75607705513,Far Rockaway-Mott Av
NO FEE+2 MONTH FREE! Gut Renovated!!W/Laundry&Elevator!! Exposed Brick,-73.9507,40.8246,"$2,000",,10031,Apartment,10031,"[6, 74, 62]",japanese,3,"[493, 1092, 83, 53, 330]",70.89833562795405,145 St
2 Br. Apt. Large room,-73.9028,40.6407,"$1,900",Ave B,11236,Apartment,11236,"[74, 6, 112]",,0,"[427, 1453, 1468, 586, 683]",211.79550018249233,Canarsie-Rockaway Pkwy
Luxury Beautiful 2.5 bedroom/2bath on fulton,-73.972848,40.685675,"$3,125",Fulton street,11217,Apartment,11217,"[24, 60, 75]",sushi,21,"[1020, 703, 900, 694, 354]",122.83022478238624,Lafayette Av
"*NO FEE* 1BR/1BA ELEVATOR, SUN DRENCHED LRG 1 BDRM",-73.992822,40.716478,"$1,895",Eldridge street,10002,Apartment,10002,"[91, 31, 15]",chinese,71,"[744, 687, 1418, 360, 92]",117.15758168427902,Grand St
**SEXY 2 BED 2 BATH ON THE PARK** LAUNDRY IN BUILDING**,-73.963544,40.652318,"$2,350",Crooke,11226,Apartment,11226,"[24, 60, 75]",pizza,3,"[444, 1074, 1334, 1274, 1249]",83.25831965575746,Church Av
6 Weeks Free on a 2 Bedroom,-73.7652,41.033,"$2,630",,10601,Apartment,10464,"[6, 74, 62]",,0,"[890, 891, 1229, 1047, 209]",8568.462661528265,Eastchester-Dyre Av
"NO FEE! LES! bright, entire apt., Oct.1 for one year or longer",-73.98923,40.721677,"$2,200",Allen street,10002,Apartment,10002,"[91, 45, 46]",american,95,"[906, 1180, 1451, 910, 323]",94.85042508244726,2 Av
NO FEE - MUST SEE! High End 3 BR Apt-Terrace/Rooftop/Microwave!,-73.957904,40.708427,"$3,200",Broadway,11211,Apartment,11211,"[112, 1, 74]",latin_american,7,"[225, 1196, 1423, 1105, 366]",16.47866734243508,Marcy Av
Amazing 1 bedroom in the heart of sunnyside on 39th place and 47ave.,-73.9263,40.7425,"$1,775",45-25 39pl,11104,Apartment,11104,"[74, 6, 62]",turkish,8,"[1079, 1247, 1117, 735, 337]",257.01349664868144,40 St-Lowery St
NO FEE - MUST SEE! High End 3 BR Apt - Backyard/Rooftop,-73.905217,40.702798,"$2,975",778 Onderdonk Ave,11237,Apartment,11385,"[74, 6, 62]",chinese,107,"[594, 909, 1471, 731, 826]",243.17319284265955,Forest Av
NO SECURITY DEPOSIT! Gravesend 1 Bedroom Rental! 718-266-3700,-73.970454,40.584708,"$1,799",2661 West 2nd Street,11223,Apartment,11223,"[58, 60, 24]",chinese,1,"[1248, 1420, 922, 1214, 920]",337.0854473802025,Ocean Pkwy
1bd apartment no broker fee!!,-73.9228,40.7451,"$2,150",,11104,Apartment,11104,"[74, 6, 62]",italian,12,"[1285, 1396, 1397, 1117, 735]",141.18126308800097,40 St-Lowery St
CLINTON HILL - LUXURY 2BED / 2BATH ~ NO FEE,-73.959714,40.687416,"$3,250",GREENE AVE,11205,Apartment,11238,"[112, 1, 24]",mexican,9,"[1380, 1463, 568, 1307, 1078]",59.75729895374071,Classon Av
NO FEE & NO SECURITY DEPOSIT! Ditmas Park 1 Bedroom Apartment!,-73.966613,40.639171,"$1,999",405 Westminster Road,11226,Apartment,11218,"[24, 60, 58]",new_american,1,"[1334, 357, 8, 7, 307]",279.11244529628357,Beverley Rd
"$1,700 / 600ft - X LARGE SUNNY QUIET STUDIO WITH OUTDOOR DECK",-73.9507,40.8246,"$1,700",,10031,Apartment,10031,"[6, 74, 62]",japanese,3,"[493, 1092, 83, 53, 330]",70.89833562795405,145 St
Greenpoint Steal! Newer Building on Quiet Street | Amenity Filled,-73.942936,40.721859,"$2,500",n. henry,11222,Apartment,11222,"[74, 6, 112]",coffee,8,"[807, 808, 50, 97, 266]",256.4156624812484,Graham Av
NO SECURITY DEPOSIT! Top Floor Large 1 Bedroom! 718-266-3700,-73.9758,40.6424,"$2,075",400 Argyle Road,11218,Apartment,11218,"[58, 60, 24]",chinese,4,"[7, 8, 1473, 907, 415]",257.29632260160645,Fort Hamilton Pkwy
